Day,Week,Hour,Minute,Qurter,Date,timestamp,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24 
6,41,0,20,4,06-10-2014,20:04.1,Chelsea,Satyamev Jayate,Suresh Raina,Shahrukh Khan Son,Dussehra,Bang Bang First Day Collection,Ravan,Mahatma Gandhi,Dasara,Gandhi,CLT20,Bang Bang,Orkut,Haider review,Sarita Devi,Lal Bahadur Shastri,Lumia 730,Windows 10,Gandhi,Mary Kom,,,,,
7,41,0,20,4,07-10-2014,20:05.0,Flipkart,Amazon India,Eid Mubarak,Thor Heyerdahl,Maruti Ciaz,Eid,Chelsea,Satyamev Jayate,Bakrid,Shahrukh Khan Son,Suresh Raina,bakra eid,Dussehra,Bang Bang First Day Collection,Ravan,Mahatma Gandhi,Dasara,Gandhi,CLT20,Bang Bang,,,,,
8,41,0,20,4,08-10-2014,20:04.2,Jayalalitha,Flipkart,Amazon India,Thor Heyerdahl,Maruti Ciaz,Satyamev Jayate,Eid,Bakrid,Chelsea,Shahrukh Khan Son,Suresh Raina,bakra eid,Dussehra,Bang Bang First Day Collection,Ravan,Mahatma Gandhi,Dasara,Gandhi,CLT20,Bang Bang,,,,,
9,41,0,20,4,09-10-2014,20:04.5,Live Cricket Score,Hudhud Cyclone,Jayalalitha,Lunar eclipse,Flipkart,Amazon India,Thor Heyerdahl,Maruti Ciaz,Satyamev Jayate,Eid,Bakrid,Chelsea,Shahrukh Khan Son,Suresh Raina,bakra eid,Dussehra,Bang Bang First Day Collection,Ravan,Mahatma Gandhi,Dasara,,,,,
10,41,0,20,4,10-10-2014,20:04.4,HTC Desire Eye,Live Cricket Score,cricket,Hudhud Cyclone,Jayalalitha,lunar eclipse,Flipkart,Amazon India,Thor Heyerdahl,Maruti Ciaz,Satyamev Jayate,Eid,Bakrid,Chelsea,Shahrukh Khan Son,Suresh Raina,bakra eid,Dussehra,Bang Bang First Day Collection,Ravan,,,,,
11,41,0,20,4,11-10-2014,20:04.2,Amazon,Amazon India,Kailash Satyarthi,Amazon in,Karwa Chauth 2014,RK Narayan,Annabelle,GATE,HTC Desire Eye,Cricinfo,cricket,Ind vs WI,Hudhud Cyclone,Jayalalitha,lunar eclipse,Flipkart,Amazon India,Thor Heyerdahl,Maruti Ciaz,Satyamev Jayate,,,,,
12,41,0,20,4,12-10-2014,20:04.0,Cricket,Moon Rise Today,Amitabh Bachchan,ISL,Amazon,Live Cricket Score,Amazon India,Kailash Satyarthi,Karwa Chauth,RK Narayan,Annabelle,HTC Desire Eye,Cricinfo,cricket,Ind vs WI,Hudhud Cyclone,Jayalalitha,lunar eclipse,Flipkart,Amazon India,,,,,
13,42,0,20,4,13-10-2014,20:04.0,Hudhud,ISL,Indian Super League,Amitabh Bachchan,Amazon,Amazon India,Live Cricket Score,Kailash Satyarthi,cricket,Amazon.com,Karwa Chauth,Karva Chauth,RK Narayan,Annabelle,HTC Desire Eye,Cricinfo,cricket,Ind vs WI,Hudhud Cyclone,Jayalalitha,,,,,
14,42,0,20,4,14-10-2014,20:04.5,Hudhud,ISL,Rekha,ISL,Indian Super League,Amitabh Bachchan,Amazon,Amazon India,Live Cricket Score,Kailash Satyarthi,cricket,Amazon.com,Karwa Chauth,Karva Chauth,RK Narayan,Annabelle,HTC Desire Eye,Cricinfo,cricket,Ind vs WI,,,,,
15,42,0,20,4,15-10-2014,20:04.0,UPSC,Note 4,GATE 2015,Penelope Cruz,Hudhud,ISL,Rekha,ISL,Indian Super League,Amitabh Bachchan,Amazon,Amazon India,Live Cricket Score,Kailash Satyarthi,cricket,Amazon.com,Karwa Chauth,Karva Chauth,RK Narayan,Annabelle,,,,,
16,42,0,20,4,16-10-2014,20:04.2,Nexus 6,Maharashtra election,Ali Quli Mirza,UPSC,Note 4,GATE 2015,Penelope Cruz,Hudhud,ISL,Rekha,ISL,Indian Super League,Amitabh Bachchan,Amazon,Amazon India,Live Cricket Score,Kailash Satyarthi,cricket,Amazon.com,Karwa Chauth,,,,,
17,42,0,20,4,17-10-2014,20:04.8,Android Lollipop,Nexus 6,Maharashtra election,Ali Quli Mirza,UPSC,Note 4,GATE 2015,Penelope Cruz,Hudhud,ISL,Rekha,ISL,Indian Super League,Amitabh Bachchan,Amazon,Amazon India,Live Cricket Score,Kailash Satyarthi,cricket,Amazon.com,,,,,
18,42,0,20,4,18-10-2014,20:04.1,Live Cricket Score,Jayalalitha,Apple,Espncricinfo,Android Lollipop,Nexus 6,Maharashtra election,Ali Quli Mirza,UPSC,Note 4,GATE 2015,Penelope Cruz,Hudhud,ISL,Rekha,ISL,Indian Super League,Amitabh Bachchan,Amazon,Amazon India,,,,,
19,42,0,20,4,19-10-2014,20:04.7,Live Cricket Score,Cricinfo,Jayalalitha,Apple,Android Lollipop,Nexus 6,Maharashtra election,Ali Quli Mirza,UPSC,Note 4,GATE 2015,Penelope Cruz,Hudhud,ISL,Rekha,ISL,Indian Super League,Amitabh Bachchan,Amazon,Amazon India,,,,,
20,43,0,20,4,20-10-2014,20:04.1,Kaththi trailer,Maharashtra Election,election results,Pankaja Munde,MIM,Sahil Sangha,Cricinfo,cricket,Jayalalitha,Espncricinfo,Apple,Android Lollipop,Nexus 6,Maharashtra election,Ali Quli Mirza,UPSC,Note 4,GATE 2015,Penelope Cruz,Hudhud,,,,,
21,43,0,20,4,21-10-2014,20:05.1,Diwali,Kaththi trailer,Pritam Munde,Dhanteras,Maharashtra election,election results,MIM,Sahil Sangha,Cricinfo,cricket,Jayalalitha,Espncricinfo,Apple,Android Lollipop,Nexus 6,Maharashtra election,Ali Quli Mirza,UPSC,Note 4,GATE 2015,,,,,
22,43,0,20,4,22-10-2014,20:04.8,Diwali,Diwali 2014,Diwali greetings,Dhanteras,Maharashtra election,election results,MIM,Sahil Sangha,Cricinfo,cricket,Jayalalitha,Espncricinfo,Apple,Android Lollipop,Nexus 6,Maharashtra election,Ali Quli Mirza,UPSC,Note 4,GATE 2015,,,,,
23,43,0,20,4,23-10-2014,20:04.6,Diwali,Diwali 2014,Dhanteras,Maharashtra election,election results,MIM,Sahil Sangha,Cricinfo,cricket,Jayalalitha,Espncricinfo,Apple,Android Lollipop,Nexus 6,Maharashtra election,Ali Quli Mirza,UPSC,Note 4,GATE 2015,Penelope Cruz,,,,,
24,43,0,20,4,24-10-2014,20:04.2,Real Madrid,PK Trailer,Avengers Age Of Ultron,Google Inbox,Happy New Year,Kaththi review,Poojai Movie Review,Action Jackson,RBI,Diwali Wishes,Diwali,SpiceJet,Happy New Year,Kaththi,UEFA Champions League,Diwali Message,Oscar Pistorius,Nexus 6,Manchester United,diwali 2014,,,,,
25,43,0,20,4,25-10-2014,20:04.2,Mangalyaan,KARTHIKEYA Movie Review,Happy New Year,Real Madrid,PK Trailer,Avengers Age Of Ultron,Google Inbox,Kaththi review,Poojai Movie Review,Action Jackson,Diwali,SpiceJet,Happy New Year,Kaththi,UEFA Champions League,Diwali Message,Happy Diwali Wishes,Oscar Pistorius,Nexus 6,Manchester United,,,,,
26,43,0,20,4,26-10-2014,20:04.9,Real Madrid,Sadashiv Amrapurkar,Bhai Dooj,Mangalyaan,Happy New Year review,Happy New Year,Happy New Year movie review,Real Madrid,PK Trailer,Avengers Age Of Ultron,Google Inbox,Kaththi review,Poojai Movie Review,Action Jackson,Diwali,SpiceJet,Happy New Year,Kaththi,UEFA Champions League,Diwali Message,,,,,
27,44,0,20,4,27-10-2014,20:05.1,Chelsea,WWE Hell in a Cell 2014,Real Madrid,Sadashiv Amrapurkar,Mangalyaan,Happy New Year review,Happy New Year,Happy New Year movie review,Real Madrid,PK Trailer,Avengers Age Of Ultron,Google Inbox,Kaththi review,Poojai Movie Review,Action Jackson,Diwali,SpiceJet,Happy New Year,Kaththi,UEFA Champions League,,,,,
28,44,0,20,4,28-10-2014,20:04.7,Facebook,FB,Google,YouTube,Flipkart,Snapdeal,Yahoo,happy new year collection,Weather,Times of India,eBay,WhatsApp,Facebook.com,Amazon India,Pradip Burman,SBI,news,ICICI,Samsung,Bigg Boss 8,,,,,
29,44,0,20,4,29-10-2014,20:04.2,Happy New Year,Devendra Fadnavis,Francoise Gilot,Jonas Salk,SBI,Pradip Burman,LinkedIn,HDFC,Nilofar Cyclone,ICICI Bank,Christopher Nolan,Nokia 130,Hell in a Cell 2014,Chelsea,WWE Hell in a Cell 2014,Real Madrid,Sadashiv Amrapurkar,Mangalyaan,Happy New Year review,Happy New Year,,,,,
30,44,0,20,4,30-10-2014,20:04.6,black money list,Niki de Saint Phalle,Happy New Year,Devendra Fadnavis,Francoise Gilot,Jonas Salk,SBI,Pradip Burman,Nilofar Cyclone,Christopher Nolan,Nokia 130,Chhath Puja,Hell in a Cell 2014,Chelsea,WWE Hell in a Cell 2014,Real Madrid,Sadashiv Amrapurkar,Mangalyaan,Happy New Year review,Happy New Year,,,,,
31,44,0,20,4,31-10-2014,20:04.3,Sardar Vallabhbhai Patel,Halloween,Tim Cook,CMAT,Sana Khan,Black money list,Happy New Year,Happy New Year Box Office Collection,Devendra Fadnavis,Francoise Gilot,Halloween,Jonas Salk,SBI,Pradip Burman,Nilofar Cyclone,Christopher Nolan,Nokia 130,Chhath Puja,Hell in a Cell 2014,Chelsea,,,,,
1,44,0,20,4,01-11-2014,20:03.7,Gone Girl,Roar Movie,Halloween,Sardar Vallabhbhai Patel,Tim Cook,CMAT,Sana Khan,Black money list,Happy New Year,Happy New Year Box Office Collection,Devendra Fadnavis,Francoise Gilot,Halloween,Jonas Salk,SBI,Pradip Burman,Nilofar Cyclone,Christopher Nolan,Nokia 130,Chhath Puja,,,,,
2,44,0,20,4,02-11-2014,20:04.4,Wasim Akram,Fast and Furious 7,BJP,Lingaa,BJP membership,Aishwarya Rai,Current Teega,Bhopal gas tragedy,Halloween party,Petrol price,Super Nani,Gold price,Pankaja Munde,Roar,Happy Halloween,Roar Movie,Shahi Imam,Gone Girl,Halloween Day,What Is Halloween,,,,,
3,45,0,20,4,03-11-2014,20:05.0,Sadashiv Amrapurkar,India Vs Srilanka Live Score,Shahrukh Khan,cricket,fast and furious 7,Real Madrid,kiss of love,Robert Vadra,BJP,Lingaa,BJP membership,Aishwarya Rai,Current Teega,Bhopal gas tragedy,Halloween party,Petrol price,Gold price,Pankaja Munde,Roar,Happy Halloween,,,,,
4,45,0,20,4,04-11-2014,20:03.4,Sadashiv Amrapurkar,ICICI,Dinamalar,EPFO,Muharram,Navbharat Times,Google News,Cricinfo,Shahrukh Khan,cricket,Fast And Furious 7,India Vs Srilanka,Kiss of Love,Robert Vadra,BJP,Lingaa,BJP membership,Aishwarya Rai,Current Teega,Bhopal gas tragedy,,,,,
5,45,0,20,4,05-11-2014,20:04.0,Karishma Tanna,Shweta Rohira,Sadashiv Amrapurkar,moneycontrol,Muharram,Alto K10,Google News,Cricinfo,cricket,Fast And Furious 7,Shahrukh Khan,India Vs Srilanka,Kiss of Love,Robert Vadra,BJP,Lingaa,BJP membership,Aishwarya Rai,Current Teega,Bhopal gas tragedy,,,,,
6,45,0,20,4,06-11-2014,20:03.8,ibps,Real Madrid,Virat Kohli,Guru Nanak,Sophie Hunter,Karishma Tanna,Playing It My Way,Pulkit Samrat,Sadashiv Amrapurkar,Muharram,Alto K10,Google News,Cricinfo,cricket,Fast And Furious 7,Shahrukh Khan,India Vs Srilanka,Kiss of Love,Robert Vadra,BJP,,,,,
7,45,0,20,4,07-11-2014,20:04.1,Cricket,Interstellar,Blue Tick In Whatsapp,Rang Rasiya,Cricket Score,Guru Nanak,Sachin Tendulkar,Real Madrid,Sophie Hunter,Karishma Tanna,India Vs Srilanka Live Score,Pulkit Samrat,Sadashiv Amrapurkar,Muharram,Alto K10,Google News,Cricinfo,cricket,Fast And Furious 7,Shahrukh Khan,,,,,
8,45,0,20,4,08-11-2014,20:04.3,Rang Rasiya,Interstellar,Cricket,Nandana Sen,The Shaukeens,Renee Dhyani,Blue Tick In Whatsapp,Ambati Rayudu,Guru Nanak Jayanti,India Vs Srilanka,Real Madrid,Virat Kohli,Guru Nanak,Playing It My Way,Sophie Hunter,Karishma Tanna,India Vs Srilanka Live Score,Pulkit Samrat,Sadashiv Amrapurkar,Muharram,,,,,
9,45,0,20,4,09-11-2014,20:04.2,fall of the Berlin Wall,Rang Rasiya,The Shaukeens,Manohar Parrikar,Interstellar,Cricket,Renee Dhyani,Rang Rasiya,Blue Tick In Whatsapp,Gold Rate,Ambati Rayudu,Guru Nanak Jayanti,India Vs Srilanka,Real Madrid,Virat Kohli,Guru Nanak,Playing It My Way,Sophie Hunter,Karishma Tanna,India Vs Srilanka Live Score,,,,,
10,46,0,20,4,10-11-2014,20:03.7,fall of the Berlin Wall,Virat Kohli,AirAsia,Suresh Prabhu,Kiss of Love,Rang Rasiya,The Shaukeens,Manohar Parrikar,Interstellar,Cricket,Renee Dhyani,Rang Rasiya,Blue Tick In Whatsapp,Gold Rate,Ambati Rayudu,Guru Nanak Jayanti,India Vs Srilanka,Real Madrid,Virat Kohli,Guru Nanak,,,,,
11,46,0,20,4,11-11-2014,20:03.8,Snapdeal,Fall of the Berlin Wall,AirAsia,Anushka Sharma,Suresh Prabhu,Kiss of Love,Satyamev Jayate,Saina Nehwal,Rang Rasiya,The Shaukeens,Manohar Parrikar,Interstellar,Cricket,Renee Dhyani,Rang Rasiya,Blue Tick In Whatsapp,Gold Rate,Ambati Rayudu,Guru Nanak Jayanti,India Vs Srilanka,,,,,
12,46,0,20,4,12-11-2014,20:03.7,Snapdeal,Amazon,Lumia 535,Alibaba,Fall of the Berlin Wall,AirAsia,Anushka Sharma,Suresh Prabhu,Kiss of Love,Satyamev Jayate,Saina Nehwal,Rang Rasiya,The Shaukeens,Manohar Parrikar,Interstellar,Cricket,Renee Dhyani,Rang Rasiya,Blue Tick In Whatsapp,Gold Rate,,,,,
13,46,0,20,4,13-11-2014,20:03.7,Instagram,Kim Kardashian,Snapdeal,Amazon,Alibaba,Lumia 535,World Chess Championship 2014,Fall of the Berlin Wall,AirAsia,Anushka Sharma,Suresh Prabhu,Kiss of Love,Satyamev Jayate,Saina Nehwal,Rang Rasiya,The Shaukeens,Manohar Parrikar,Interstellar,Cricket,Renee Dhyani,,,,,
14,46,0,20,4,14-11-2014,20:04.1,Doodle 4 Google - India,Rohit Sharma,Cricinfo,Jawaharlal Nehru,Children S Day,Sofia Hayat,Mamta Kulkarni,Gas,Philae lander,Kim Kardashian,Ravi Chopra,Childrens Day,Arpita Khan,Snapdeal,Amazon,Alibaba,Lumia 535,Fall of the Berlin Wall,AirAsia,Anushka Sharma,,,,,
15,46,0,20,4,15-11-2014,20:03.9,Kill Dil,Childrens Day,Pilla Nuvvu Leni Jeevitham,Children S Day Quotes,Rohit Sharma,Sofia Hayat,Jawaharlal Nehru,children s day,Children Day,Mamta Kulkarni,Gas,Philae lander,Kim Kardashian,Childrens Day,Ravi Chopra,Instagram,Arpita Khan,Snapdeal,Amazon,Alibaba,,,,,
16,46,0,20,4,16-11-2014,20:03.8,IBPS,Kill Dil,Childrens Day,Pilla Nuvvu Leni Jeevitham,Rohit Sharma,cricket,Children S Day,Sofia Hayat,Jawaharlal Nehru,Mamta Kulkarni,Gas,Philae lander,Kim Kardashian,Childrens Day,Ravi Chopra,Instagram,Arpita Khan,Snapdeal,Amazon,Alibaba,,,,,
17,47,0,20,4,17-11-2014,20:04.0,India Vs Srilanka Live Score,Lingaa,IBPS,Kill Dil,Childrens Day,Pilla Nuvvu Leni Jeevitham,Rohit Sharma,cricket,Children S Day,Sofia Hayat,Jawaharlal Nehru,Mamta Kulkarni,Gas,Philae lander,Kim Kardashian,Childrens Day,Ravi Chopra,Instagram,Arpita Khan,Snapdeal,,,,,
18,47,0,20,4,18-11-2014,20:03.7,Arpita Khan,India Vs Srilanka Live Score,Lingaa,IBPS,Kill Dil,Childrens Day,Pilla Nuvvu Leni Jeevitham,Rohit Sharma,cricket,Children S Day,Sofia Hayat,Jawaharlal Nehru,Mamta Kulkarni,Gas,Philae lander,Kim Kardashian,Childrens Day,Ravi Chopra,Instagram,Arpita Khan,,,,,
19,47,0,20,4,19-11-2014,20:03.9,Arpita Khan,India Vs Srilanka Live Score,Lingaa,IBPS,Kill Dil,Childrens Day,Pilla Nuvvu Leni Jeevitham,Rohit Sharma,cricket,Children S Day,Sofia Hayat,Jawaharlal Nehru,Mamta Kulkarni,Gas,Philae lander,Kim Kardashian,Childrens Day,Ravi Chopra,Instagram,Arpita Khan,,,,,
20,47,0,20,4,20-11-2014,20:05.0,Rampal,Nokia N1,Argentina vs Portugal,Ebola virus,Arpita Khan,United India Insurance,Lingaa,Sant Rampal,IBPS,Kill Dil,Childrens Day,Pilla Nuvvu Leni Jeevitham,Rohit Sharma,cricket,Children S Day,Sofia Hayat,Jawaharlal Nehru,Mamta Kulkarni,Gas,Philae lander,,,,,
21,47,0,20,4,21-11-2014,20:04.4,Mens Day,Nexus 6,Arpita Khan Wedding,Rampal,Nokia N1,Fiji,Ebola,Argentina vs Portugal,Ebola virus,Portugal vs Argentina,Arpita Khan,Lingaa,Sant Rampal,IBPS,Kill Dil,Childrens Day,Pilla Nuvvu Leni Jeevitham,Rohit Sharma,cricket,Children S Day,,,,,
22,47,0,20,4,22-11-2014,20:04.6,SBI,Test,Rampal Baba,Mens Day,Arpita Khan Wedding,Rampal,Nokia N1,Fiji,Ebola,Ebola virus,Portugal vs Argentina,Arpita Khan,Lingaa,Sant Rampal,IBPS,Kill Dil,Childrens Day,Pilla Nuvvu Leni Jeevitham,Rohit Sharma,cricket,,,,,
23,47,0,20,4,23-11-2014,20:04.2,Happy Ending,Naaigal Jaakirathai,SBI,Test,Rampal Baba,Mens Day,Arpita Khan Wedding,Rampal,Nokia N1,Fiji,Ebola,Ebola virus,Portugal vs Argentina,Arpita Khan,Lingaa,Sant Rampal,IBPS,Kill Dil,Childrens Day,Pilla Nuvvu Leni Jeevitham,,,,,
24,48,0,20,4,24-11-2014,20:04.5,Manchester United,WWE Survivor Series 2014,Messi,Happy Ending,Naaigal Jaakirathai,SBI,Test,Rampal Baba,Mens Day,Arpita Khan Wedding,Rampal,Nokia N1,Fiji,Ebola,Ebola virus,Portugal vs Argentina,Arpita Khan,Lingaa,Sant Rampal,IBPS,,,,,
25,48,0,20,4,25-11-2014,20:04.5,Murli Deora,Redmi Note,Henri de Toulouse Lautrec,WWE Survivor Series 2014 results,Manchester United,Messi,Happy Ending,Naaigal Jaakirathai,SBI,Test,Rampal Baba,Mens Day,Arpita Khan Wedding,Rampal,Nokia N1,Fiji,Ebola,Ebola virus,Portugal vs Argentina,Arpita Khan,,,,,
26,48,0,20,4,26-11-2014,20:03.9,DDA Housing Scheme 2014,Phil Hughes,Dilip Kumar,Redmi Note,Murli Deora,Henri de Toulouse Lautrec,Sting,WWE Survivor Series 2014 Results,Manchester United,Messi,Happy Ending,Naaigal Jaakirathai,SBI,Test,Rampal Baba,Mens Day,Arpita Khan Wedding,Rampal,Nokia N1,Fiji,,,,,
27,48,0,20,4,27-11-2014,20:04.3,blasphemy,26-Nov,Lumia 535,Genelia D Souza,One Plus One,UEFA Champions League,DDA Housing Scheme 2014,Phil Hughes,Saarc,Dilip Kumar,Redmi Note,Murli Deora,Sting,WWE Survivor Series 2014 Results,Manchester United,Messi,Happy Ending,Naaigal Jaakirathai,SBI,Test,,,,,
28,48,0,20,4,28-11-2014,20:05.1,Thanksgiving,blasphemy,Lumia 535,26-Nov,One Plus One,Genelia D Souza,UEFA Champions League,Phil Hughes,DDA Housing Scheme 2014,Phillip Hughes,Philip Hughes,Phil Hughes,Dilip Kumar,Redmi Note,Murli Deora,Sting,WWE Survivor Series 2014 Results,Manchester United,Messi,Happy Ending,,,,,
29,48,0,20,4,29-11-2014,20:04.0,Ungli Movie,Ungli,Kaaviya Thalaivan Review,Yamaleela 2 Review,Phil Hughes,Black Friday,blasphemy,Lumia 535,26-Nov,One Plus One,Genelia D Souza,DDA Housing Scheme 2014,Phillip Hughes,Philip Hughes,Phil Hughes,Sean Abbott,Dilip Kumar,Redmi Note,Murli Deora,Sting,,,,,
30,48,0,20,4,30-11-2014,20:04.2,MPPSC,Ungli Movie,Black Friday,Yamaleela 2,Phil Hughes,Thanksgiving,blasphemy,Lumia 535,26-Nov,One Plus One,Genelia D Souza,DDA Housing Scheme 2014,Phillip Hughes,Philip Hughes,Phil Hughes,Sean Abbott,Dilip Kumar,Redmi Note,Murli Deora,Sting,,,,,
1,49,0,20,4,01-12-2014,20:04.2,World Aids Day,Gauhar Khan,Ungli Movie,Black Friday,Phil Hughes,Thanksgiving,blasphemy,Lumia 535,26-Nov,One Plus One,Genelia D Souza,DDA Housing Scheme 2014,Phillip Hughes,Philip Hughes,Phil Hughes,Sean Abbott,Dilip Kumar,Redmi Note,Murli Deora,Sting,,,,,
2,49,0,20,4,02-12-2014,20:04.4,World AIDS Day,Gauhar Khan,Winner Of India S Raw Star,Darshan Raval,Ungli Movie,Black Friday,Phil Hughes,Thanksgiving,blasphemy,Lumia 535,26-Nov,One Plus One,Genelia D Souza,DDA Housing Scheme 2014,Phillip Hughes,Philip Hughes,Phil Hughes,Sean Abbott,Dilip Kumar,Redmi Note,,,,,
3,49,0,20,4,03-12-2014,20:05.4,Deven Verma,One Plus One,Redmi Note,Bhopal Gas Tragedy,World AIDS Day,Gauhar Khan,Darshan Raval,Winner Of India S Raw Star,Ungli Movie,Black Friday,Phil Hughes,Thanksgiving,blasphemy,Lumia 535,26-Nov,One Plus One,Genelia D Souza,DDA Housing Scheme 2014,Phillip Hughes,Philip Hughes,,,,,
4,49,0,20,4,04-12-2014,20:04.4,Phillip Hughes,Anna Freud,Deven Verma,One Plus One,Redmi Note,Bhopal gas tragedy,World AIDS Day,Gauhar Khan,Darshan Raval,Winner Of India S Raw Star,Ungli Movie,Black Friday,Phil Hughes,Thanksgiving,blasphemy,Lumia 535,26-Nov,One Plus One,Genelia D Souza,DDA Housing Scheme 2014,,,,,
5,49,0,20,4,05-12-2014,20:04.7,Yennai Arindhaal teaser,Diandra Soares,Phillip Hughes,Anna Freud,Deven Verma,One Plus One,Redmi Note,Bhopal gas tragedy,World AIDS Day,Gauhar Khan,Darshan Raval,Winner Of India S Raw Star,Ungli Movie,Black Friday,Phil Hughes,Thanksgiving,blasphemy,Lumia 535,26-Nov,One Plus One,,,,,
6,49,0,20,4,06-12-2014,20:04.9,Action Jackson,Exodus,Karthigai Deepam,Spectre,Diandra Soares,Phillip Hughes,Anna Freud,Deven Verma,One Plus One,Redmi Note,Bhopal gas tragedy,World AIDS Day,Gauhar Khan,Darshan Raval,Winner Of India S Raw Star,Ungli Movie,Black Friday,Phil Hughes,Thanksgiving,blasphemy,,,,,
7,49,0,20,4,07-12-2014,20:04.6,Atif Aslam,Nandamuri Janakiram,Action Jackson,EXODUS,Karthigai Deepam,Diandra Soares,Phillip Hughes,Anna Freud,Deven Verma,One Plus One,Redmi Note,Bhopal gas tragedy,World AIDS Day,Gauhar Khan,Darshan Raval,Winner Of India S Raw Star,Ungli Movie,Black Friday,Phil Hughes,Thanksgiving,,,,,
8,50,0,20,4,08-12-2014,20:04.2,Uber,Chetan Bhagat,Nandamuri Janakiram,Action Jackson,Action Jackson review,EXODUS,Karthigai Deepam,Diandra Soares,Phillip Hughes,Anna Freud,Deven Verma,One Plus One,Redmi Note,Bhopal gas tragedy,World AIDS Day,Gauhar Khan,Darshan Raval,Winner Of India S Raw Star,Ungli Movie,Black Friday,,,,,
9,50,0,20,4,09-12-2014,20:05.4,Live Cricket Score,live score,Uber,Chetan Bhagat,India Cricket Team,Janaki Ram,Action Jackson,Action Jackson review,EXODUS,Karthigai Deepam,Diandra Soares,Phillip Hughes,Anna Freud,Deven Verma,One Plus One,Redmi Note,Bhopal gas tragedy,World AIDS Day,Gauhar Khan,Darshan Raval,,,,,
10,50,0,20,4,10-12-2014,20:04.5,Uefa Champions League,Live Cricket Score,ISL,Karan Singh Grover,Dilip Kumar,Shweta Basu Prasad,GOSF,Uber,Uber,India Cricket Team,Chetan Bhagat,Janaki Ram,Action Jackson,Action Jackson review,EXODUS,Karthigai Deepam,Diandra Soares,Phillip Hughes,Anna Freud,Deven Verma,,,,,
11,50,0,20,4,11-12-2014,20:05.1,Malala Yousafzai,UEFA Champions League,GOSF,Cricinfo,Live Cricket Score,cricket,ISL,Ind Vs Aus,Karan Singh Grover,Rahul Mahajan,Dilip Kumar,Shweta Basu Prasad,GOSF,GOSF 2014,Uber,Uber,India Cricket Team,Chetan Bhagat,Janaki Ram,Action Jackson,,,,,
12,50,0,20,4,12-12-2014,20:04.3,Linga,Lingaa,Shenaz Treasurywala,Xiaomi,Virat Kohli,Priyanka Gandhi,GOSF 2014,Malala Yousafzai,Google Online Shopping Festival,UEFA Champions League,Cricinfo,GOSF,Live Cricket Score,cricket,ISL,Rahul Mahajan,Ind Vs Aus,Karan Singh Grover,Dilip Kumar,Shweta Basu Prasad,,,,,
13,50,0,20,4,13-12-2014,20:06.6,Kakki Sattai,DDLJ,Madan Mitra,Lingaa review,Shenaz Treasurywala,Xiaomi,Virat Kohli,Priyanka Gandhi,GOSF 2014,Google Online Shopping Festival,Kailash Satyarthi,UEFA Champions League,Cricinfo,GOSF,Live Cricket Score,cricket,ISL,Ind Vs Aus,Karan Singh Grover,Rahul Mahajan,,,,,
14,50,0,20,4,14-12-2014,20:05.0,Raj Kapoor Movies,ISL,India vs Pakistan Hockey,Kakki Sattai,DDLJ,Madan Mitra,Lingaa review,Shenaz Treasurywala,Xiaomi,Virat Kohli,Priyanka Gandhi,GOSF 2014,Google Online Shopping Festival,Kailash Satyarthi,UEFA Champions League,Cricinfo,GOSF,Live Cricket Score,cricket,ISL,,,,,
15,51,0,20,4,15-12-2014,20:05.3,Raj Kapoor Movies,Diandra Soares,Miss World 2014,WWE TLC 2014,ISL,India vs Pakistan Hockey,Kerala Blasters,Kakki Sattai,DDLJ,Madan Mitra,Lingaa review,Shenaz Treasurywala,Xiaomi,Virat Kohli,Priyanka Gandhi,GOSF 2014,Google Online Shopping Festival,Kailash Satyarthi,UEFA Champions League,Cricinfo,,,,,
16,51,0,20,4,16-12-2014,20:05.0,Wassily Kandinsky,ISIS,Sydney,Chakri,UEFA Champions League,Raj Kapoor Movies,Miss World 2014,WWE TLC 2014 Results,Diandra Soares,ISL,Kerala Blasters,Hockey,Kakki Sattai,DDLJ,Madan Mitra,Lingaa review,Shenaz Treasurywala,Xiaomi,Virat Kohli,Priyanka Gandhi,,,,,
17,51,0,20,4,17-12-2014,20:04.1,Wassily Kandinsky,Peshawar,Kerala Blasters,Mahira Khan,K Balachander,ISIS,Sydney,Chakri,Bbc News,UEFA Champions League,Raj Kapoor Movies,Miss World 2014,Diandra Soares,WWE TLC 2014 Results,ISL,Kerala Blasters,Hockey,Kakki Sattai,DDLJ,Madan Mitra,,,,,
18,51,0,20,4,18-12-2014,20:04.6,India vs Australia 2nd Test,Wassily Kandinsky,Peshawar attack,Mahira Khan,Kerala Blasters,K Balachander,Isl Live,Roy Trailer,Sydney,Chakri,UEFA Champions League,Raj Kapoor Movies,Miss World 2014,Diandra Soares,WWE TLC 2014 Results,ISL,Kerala Blasters,Hockey,Kakki Sattai,DDLJ,,,,,
19,51,0,20,4,19-12-2014,20:04.4,ISRO,PK review,I Trailer,UIIC,GST,Micromax YU,India vs Australia 2nd Test,Gurgaon News,Wassily Kandinsky,Peshawar attack,Mahira Khan,Kerala Blasters,K Balachander,Sydney,Chakri,UEFA Champions League,Raj Kapoor Movies,Miss World 2014,Diandra Soares,WWE TLC 2014 Results,,,,,
